,Name, StationType, MeanAvgTemperature,yyyy-mm-dd
643,LINCOLN CALIFORNIA, RAWS,73.9,2017-09-01
644,LOWER KLAMATH CALIFORNIA, RAWS,57.3,2017-09-01
645,LOS PRIETOS CALIFORNIA, RAWS,73.0,2017-09-01
646,LAS TABLAS CALIFORNIA, RAWS,69.0,2017-09-01
647,LITTLE TUJUNGA CALIFORNIA, RAWS,72.5,2017-09-01
0,DAGGETT AP, WBAN,69.0,2017-10-01
1,MERCED, COOP,62.9,2017-10-01
2,SAN DIEGO MONTGOMERY FIELD, WBAN,74.1,2017-10-01
3,SAN DIEGO INTERNATIONAL AP, WBAN,71.1,2017-10-01
4,SAN DIEGO MIRAMAR NAS, WBAN,71.6,2017-10-01
5,NORTH ISLAND NAS, WBAN,69.3,2017-10-01
6,SAN FRANCISCO INTERNATIONAL AP, WBAN,64.2,2017-10-01
7,SAN LUIS OBISPO MCCHESNEY FIELD, WBAN,68.0,2017-10-01
8,CEDARVILLE, COOP,48.4,2017-10-01
9,CHICO UNIVERSITY FARM, COOP,63.4,2017-10-01
10,CHULA VISTA, COOP,69.6,2017-10-01
11,COLFAX, COOP,64.4,2017-10-01
12,CUYAMACA, COOP,58.5,2017-10-01
13,DAVIS 2 WSW EXP FARM, COOP,65.0,2017-10-01
14,DEATH VALLEY, COOP,78.2,2017-10-01
15,FAIRMONT, COOP,67.9,2017-10-01
16,FORT BRAGG 5 N, COOP,53.4,2017-10-01
17,HANFORD 1 S, COOP,64.8,2017-10-01
18,HAPPY CAMP RANGER STATION, COOP,56.8,2017-10-01
19,HEALDSBURG, COOP,63.8,2017-10-01
20,INDIO FIRE STATION, COOP,80.7,2017-10-01
21,LEMON COVE, COOP,66.5,2017-10-01
22,LIVERMORE, COOP,63.5,2017-10-01
23,MERCED MUNICIPAL AP, WBAN,62.8,2017-10-01
24,NAPA STATE HOSPITAL, COOP,64.6,2017-10-01
25,OJAI, COOP,66.6,2017-10-01
26,ORLAND, COOP,66.8,2017-10-01
27,PASADENA, COOP,74.2,2017-10-01
28,PASO ROBLES, COOP,63.2,2017-10-01
29,PETALUMA AIRPORT, COOP,62.8,2017-10-01
30,QUINCY, COOP,48.6,2017-10-01
31,SANTA BARBARA, COOP,68.9,2017-10-01
32,SANTA CRUZ, COOP,63.3,2017-10-01
33,SANTA ROSA, COOP,63.8,2017-10-01
34,TAHOE CITY, COOP,44.2,2017-10-01
35,WASCO, COOP,66.3,2017-10-01
36,WEAVERVILLE, COOP,56.2,2017-10-01
37,WILLOWS 6 W, COOP,68.4,2017-10-01
38,YOSEMITE PARK HEADQUARTERS, COOP,57.0,2017-10-01
39,YREKA, COOP,51.6,2017-10-01
40,BERKELEY, COOP,65.5,2017-10-01
41,EUREKA WFO WOODLEY ISLAND, WBAN,53.1,2017-10-01
42,INDEPENDENCE, WBAN,63.7,2017-10-01
43,SAN LUIS OBISPO POLY, WBAN,68.9,2017-10-01
44,IMPERIAL BEACH REAM FIELD NAS, WBAN,66.7,2017-10-01
45,CAMPO, COOP,64.0,2017-10-01
46,EL CENTRO 2 SSW, COOP,78.5,2017-10-01
47,IMPERIAL COUNTY AP, WBAN,77.0,2017-10-01
48,EL CENTRO NAF, WBAN,76.7,2017-10-01
49,ALPINE, COOP,70.0,2017-10-01
50,CULVER CITY, COOP,71.0,2017-10-01
51,SANTA MONICA MUNICIPAL AP, WBAN,70.2,2017-10-01
52,ONTARIO INTL AP, WBAN,72.9,2017-10-01
53,U C L A, COOP,72.7,2017-10-01
54,IRON MOUNTAIN, COOP,79.7,2017-10-01
55,TWENTYNINE PALMS, COOP,73.5,2017-10-01
56,JOSHUA TREE, COOP,68.2,2017-10-01
57,POINT MUGU NF, WBAN,66.5,2017-10-01
58,WOODLAND HILLS PIERCE COLLEGE, COOP,72.3,2017-10-01
59,MT WILSON CBS, COOP,63.9,2017-10-01
60,VAN NUYS AP, WBAN,73.4,2017-10-01
61,CAMARILLO AP, WBAN,69.0,2017-10-01
62,OXNARD VENTURA COUNTY AP, WBAN,66.5,2017-10-01
63,PARKER RESRVOIR, COOP,78.2,2017-10-01
64,BIG BEAR LAKE, COOP,51.9,2017-10-01
65,SANTA BARBARA MUNI AP, WBAN,64.7,2017-10-01
66,VICTORVILLE, COOP,64.1,2017-10-01
67,GIBRALTAR DAM NO. 2, COOP,66.0,2017-10-01
68,AMBOY, COOP,75.4,2017-10-01
69,PALMDALE, COOP,66.1,2017-10-01
70,CACHUMA LAKE, COOP,66.0,2017-10-01
71,PALMDALE AP, WBAN,65.1,2017-10-01
72,LOMPOC, COOP,64.6,2017-10-01
73,LOMPOC AP, WBAN,62.5,2017-10-01
74,LANCASTER, WBAN,63.3,2017-10-01
75,SANDBERG, WBAN,66.0,2017-10-01
76,LEBEC, WBAN,61.2,2017-10-01
77,NEW CUYAMA FIRE STATION, COOP,61.5,2017-10-01
78,TWITCHELL DAM, COOP,68.3,2017-10-01
79,MOJAVE, COOP,65.1,2017-10-01
80,RANDSBURG, COOP,66.6,2017-10-01
81,BAKERSFIELD AP, WBAN,68.2,2017-10-01
82,BUTTONWILLOW, COOP,64.2,2017-10-01
83,GLENNVILLE, COOP,56.8,2017-10-01
84,TRONA, COOP,70.0,2017-10-01
85,DELANO, COOP,65.4,2017-10-01
86,KETTLEMAN CITY, COOP,65.0,2017-10-01
87,HAIWEE, COOP,62.8,2017-10-01
88,CORCORAN IRRIGATION DIST., COOP,66.3,2017-10-01
89,COALINGA, WBAN,66.3,2017-10-01
90,KING CITY, COOP,64.0,2017-10-01
91,LINDSAY, COOP,63.9,2017-10-01
92,BIG SUR STATION, COOP,63.4,2017-10-01
93,VISALIA, COOP,64.8,2017-10-01
94,FIVE POINTS 5 SSW, COOP,65.1,2017-10-01
95,ASH MOUNTAIN, COOP,67.3,2017-10-01
96,IMPERIAL, COOP,76.3,2017-10-01
97,JULIAN CDF, COOP,64.1,2017-10-01
98,CARLSBAD MCCLELLAN PALOMAR AP, WBAN,69.2,2017-10-01
99,HENSHAW DAM, COOP,61.9,2017-10-01
100,VISTA, COOP,69.9,2017-10-01
101,OCEANSIDE MARINA, COOP,66.0,2017-10-01
102,BORREGO DESERT PARK, COOP,78.3,2017-10-01
103,PALOMAR MTN OBSERVATORY, COOP,63.9,2017-10-01
104,MECCA FIRE STATION, COOP,78.4,2017-10-01
105,BLYTHE ASOS, WBAN,77.0,2017-10-01
106,DESERT RESORTS REGIONAL AP, WBAN,75.6,2017-10-01
107,THREE RIVERS EDISON PH 1, COOP,65.2,2017-10-01
108,PINNACLES NM, COOP,64.3,2017-10-01
109,CARMEL VALLEY, COOP,65.1,2017-10-01
110,LODGEPOLE, COOP,46.2,2017-10-01
111,MONTEREY, COOP,62.6,2017-10-01
112,SALINAS NO. 2, COOP,62.9,2017-10-01
113,SALINAS AP, WBAN,62.9,2017-10-01
114,GRANT GROVE, COOP,54.4,2017-10-01
115,HOLLISTER 2, COOP,62.6,2017-10-01
116,BALCH POWER HOUSE, COOP,66.1,2017-10-01
117,WATSONVILLE WATERWORKS, COOP,63.0,2017-10-01
118,FRIANT GOVERNMENT CAMP, COOP,64.9,2017-10-01
119,MADERA, COOP,62.0,2017-10-01
120,GILROY, COOP,63.9,2017-10-01
121,SO ENTRANCE YOSEMITE N.P., COOP,52.3,2017-10-01
122,NEWARK, COOP,64.7,2017-10-01
123,MODESTO, COOP,67.4,2017-10-01
124,MODESTO CITY COUNTY AP, WBAN,65.0,2017-10-01
125,HAYWARD AIR TERMINAL, WBAN,64.1,2017-10-01
126,TRACY CARBONA, COOP,63.6,2017-10-01
127,LIVERMORE MUNICIPAL AP, WBAN,63.9,2017-10-01
128,OAKLAND METROPOLITAN INTL AP, WBAN,61.5,2017-10-01
129,SAN FRANCISCO DOWNTOWN, WBAN,63.5,2017-10-01
130,SAN FRANCISCO OCEANSIDE, COOP,59.9,2017-10-01
131,GROVELAND 2, COOP,58.0,2017-10-01
132,TRACY PUMPING PLANT, COOP,67.3,2017-10-01
133,TUOLUMNE MEADOWS R.S., COOP,42.0,2017-10-01
134,MOUNT DIABLO JUNCTION, COOP,64.8,2017-10-01
135,STOCKTON METROPOLITAN AP, WBAN,64.8,2017-10-01
136,SUTTER HILL CDF, COOP,65.6,2017-10-01
137,GRATON, COOP,62.4,2017-10-01
138,OCCIDENTAL, COOP,63.0,2017-10-01
139,SACRAMENTO EXECUTIVE AP, WBAN,64.0,2017-10-01
140,WINTERS, WBAN,64.6,2017-10-01
141,LAKE SOLANO, COOP,65.8,2017-10-01
142,SAINT HELENA, COOP,65.7,2017-10-01
143,FORT ROSS, COOP,54.0,2017-10-01
144,SACRAMENTO 5ESE, WBAN,65.8,2017-10-01
145,ANGWIN PACIFIC UNION COLLEGE, COOP,63.8,2017-10-01
146,CALISTOGA, COOP,68.0,2017-10-01
147,WOODLAND 1 WNW, COOP,64.7,2017-10-01
148,SACRAMENTO METROPOLITAN AP, WBAN,63.3,2017-10-01
149,ELSINORE, COOP,73.3,2017-10-01
150,SANTA ANA JOHN WAYNE AP, WBAN,71.7,2017-10-01
151,HAYFIELD PUMPING PLANT, COOP,74.9,2017-10-01
152,IDYLLWILD FIRE DEPT, COOP,58.5,2017-10-01
153,SAN JACINTO RS, COOP,71.3,2017-10-01
154,HEMET, COOP,72.5,2017-10-01
155,SANTA ANA FIRE STATION, COOP,73.3,2017-10-01
156,EAGLE MOUNTAIN, COOP,77.2,2017-10-01
157,LONG BEACH DAUGHERTY AP, WBAN,72.4,2017-10-01
158,FULLERTON MUNICIPAL AP, WBAN,73.3,2017-10-01
159,MARCH AFB, WBAN,67.9,2017-10-01
160,HAWTHORNE MUNICIPAL AP, WBAN,72.7,2017-10-01
161,LOS ANGELES INTL AP, WBAN,71.5,2017-10-01
162,RIVERSIDE MUNICIPAL AP, WBAN,72.9,2017-10-01
163,CHINO AP, WBAN,72.9,2017-10-01
164,PACIFIC HOUSE, COOP,54.9,2017-10-01
165,CLOVERDALE, COOP,68.5,2017-10-01
166,SOUTH LAKE TAHOE AP, WBAN,44.7,2017-10-01
167,GEORGETOWN RS, COOP,63.1,2017-10-01
168,AUBURN, COOP,62.2,2017-10-01
169,CLEARLAKE 4 SE, COOP,59.8,2017-10-01
170,MARYSVILLE YUBA COUNTY AP, WBAN,63.3,2017-10-01
171,UKIAH MUNICIPAL AP, WBAN,61.2,2017-10-01
172,GRASS VALLEY NO. 2, COOP,59.1,2017-10-01
173,COLUSA 2 SSW, COOP,64.0,2017-10-01
174,BLUE CANYON AP, WBAN,57.7,2017-10-01
175,NEVADA CITY, COOP,59.4,2017-10-01
176,TRUCKEE AIRPORT, WBAN,44.1,2017-10-01
177,BOCA, COOP,45.1,2017-10-01
178,POTTER VALLEY POWERHOUSE, COOP,62.2,2017-10-01
179,BOWMAN DAM, COOP,54.9,2017-10-01
180,OROVILLE, COOP,65.0,2017-10-01
181,OROVILLE MUNICIPAL AP, WBAN,65.1,2017-10-01
182,SIERRAVILLE RS, COOP,47.6,2017-10-01
183,DOWNIEVILLE, COOP,55.2,2017-10-01
184,STRAWBERRY VALLEY, COOP,57.5,2017-10-01
185,STONY GORGE RESERVOIR, COOP,61.9,2017-10-01
186,PARADISE, COOP,65.8,2017-10-01
187,VINTON, COOP,47.5,2017-10-01
188,PORTOLA, COOP,46.5,2017-10-01
189,DE SABLA, COOP,60.4,2017-10-01
190,CANYON DAM, COOP,49.5,2017-10-01
191,CHESTER, COOP,48.6,2017-10-01
192,MINERAL, COOP,45.3,2017-10-01
193,SCOTIA, COOP,58.2,2017-10-01
194,MANZANITA LAKE, COOP,47.2,2017-10-01
195,WHISKEYTOWN RESERVOIR, COOP,64.7,2017-10-01
196,SHASTA DAM, COOP,67.1,2017-10-01
197,TRINITY RIVER HATCHERY, COOP,55.2,2017-10-01
198,BIG BAR 4 E, COOP,54.9,2017-10-01
199,HAT CREEK, COOP,49.3,2017-10-01
200,WILLOW CREEK 1 NW, COOP,57.8,2017-10-01
201,RICHMOND, COOP,64.0,2017-10-01
202,HETCH HETCHY, COOP,58.8,2017-10-01
203,CHERRY VALLEY DAM, COOP,58.0,2017-10-01
204,SONORA, COOP,59.5,2017-10-01
205,CONCORD BUCHANAN FIELD, WBAN,66.3,2017-10-01
206,CONCORD WASTEWATER PLANT, COOP,65.4,2017-10-01
207,SAN RAFAEL-CIVIC CENTER, COOP,64.1,2017-10-01
208,KENTFIELD, COOP,64.1,2017-10-01
209,MARTINEZ WATER PLANT, COOP,60.9,2017-10-01
210,BODIE CALIFORNIA STATE HISTORIC PARK, COOP,35.8,2017-10-01
211,NAPA COUNTY AIRPORT, WBAN,60.5,2017-10-01
212,BRIDGEPORT, COOP,44.6,2017-10-01
213,CALAVERAS BIG TREES, COOP,53.2,2017-10-01
214,FAIRFIELD, COOP,66.4,2017-10-01
215,DUNSMUIR TREATMENT PL, COOP,54.5,2017-10-01
216,JESS VALLEY, COOP,46.2,2017-10-01
217,MCCLOUD, COOP,51.8,2017-10-01
218,CALLAHAN, COOP,51.1,2017-10-01
219,SAWYERS BAR RS, COOP,59.5,2017-10-01
220,ALTURAS, COOP,46.7,2017-10-01
221,FORT JONES RS, COOP,48.3,2017-10-01
222,LAVA BEDS NAT MON, COOP,47.1,2017-10-01
223,CRESCENT CITY MCNAMARA AP, WBAN,53.0,2017-10-01
224,FORT BIDWELL, COOP,46.8,2017-10-01
225,TULELAKE, COOP,46.9,2017-10-01
226,COPCO NO 1 DAM, COOP,53.1,2017-10-01
227,BARSTOW, COOP,66.8,2017-10-01
228,PEARBLOSSOM, COOP,67.9,2017-10-01
229,EL CAJON, COOP,71.4,2017-10-01
230,MARKLEY COVE, COOP,63.3,2017-10-01
231,SUSANVILLE 2SW, WBAN,49.9,2017-10-01
232,TEJON RANCHO, WBAN,67.9,2017-10-01
233,BURBANK GLENDALE PASADENA AP, WBAN,72.5,2017-10-01
234,WATSONVILLE MUNICIPAL AP, WBAN,62.6,2017-10-01
235,SANTA ROSA SONOMA CO AP, WBAN,62.2,2017-10-01
236,LORAINE 5 NNE, COOP,60.2,2017-10-01
237,LEE VINING, COOP,49.4,2017-10-01
238,ANAHEIM, COOP,75.6,2017-10-01
239,NEW MELONES DAM HQ, COOP,66.0,2017-10-01
240,MAMMOTH LAKES R.S., COOP,45.6,2017-10-01
241,MONTEREY WFO, COOP,59.3,2017-10-01
242,SKYLINE RIDGE PRESERVE, COOP,63.4,2017-10-01
243,FREMONT, COOP,63.0,2017-10-01
244,TEHACHAPI 4 SE, COOP,57.0,2017-10-01
245,VALLEJO, COOP,67.2,2017-10-01
246,OXNARD WFO, COOP,68.5,2017-10-01
247,HANFORD MUNICIPAL AP, WBAN,63.4,2017-10-01
248,RAMONA AIRPORT, WBAN,67.5,2017-10-01
249,VACAVILLE NUT TREE AP, WBAN,64.9,2017-10-01
250,ALTURAS MUNICIPAL AP, WBAN,46.1,2017-10-01
251,MADERA MUNICIPAL AP, WBAN,63.1,2017-10-01
252,BAKERSFIELD 5 NW, COOP,66.6,2017-10-01
253,FRESNO 5 NE, COOP,68.1,2017-10-01
254,OCEANSIDE MUNICIPAL AP, WBAN,66.8,2017-10-01
255,SAN DIEGO SEAWORLD, COOP,67.7,2017-10-01
256,ARCATA EUREKA AP, WBAN,53.2,2017-10-01
257,NEWPORT BEACH HARBOR, WBAN,68.7,2017-10-01
258,ESCONDIDO NO. 2, COOP,71.5,2017-10-01
259,REDDING MUNICIPAL AP, WBAN,65.5,2017-10-01
260,AVALON CATALINA AP, WBAN,70.9,2017-10-01
261,SANTA MARIA PUBLIC AP, WBAN,65.3,2017-10-01
262,MOUNT SHASTA, WBAN,51.4,2017-10-01
263,RED BLUFF MUNICIPAL AP, WBAN,65.9,2017-10-01
264,NEEDLES AP, WBAN,78.5,2017-10-01
265,CHINA LAKE NAF, WBAN,64.9,2017-10-01
266,MORONGO VALLEY NORTH, COOP,70.3,2017-10-01
267,SHAFTER 6E, COOP,63.3,2017-10-01
268,TRUCKEE-TAHOE AIRPORT DISTRICT, COOP,44.1,2017-10-01
269,HEARST CASTLE, COOP,69.7,2017-10-01
270,HESPERIA 2E, COOP,67.3,2017-10-01
271,RANCHO BERNARDO, COOP,70.4,2017-10-01
272,OCOTILLO WELLS 2W, COOP,79.9,2017-10-01
273,IRVINE RANCH, COOP,73.9,2017-10-01
274,MT. LAGUNA #3, COOP,60.2,2017-10-01
275,AVALON INLAND, COOP,64.6,2017-10-01
276,TORRANCE AP, WBAN,70.1,2017-10-01
277,MERCED 23 WSW, WBAN,60.6,2017-10-01
278,REDDING 12 WNW, WBAN,63.4,2017-10-01
279,STOVEPIPE WELLS 1 SW, WBAN,77.0,2017-10-01
280,LOS ANGELES DOWNTOWN/USC, WBAN,74.1,2017-10-01
281,FRESNO YOSEMITE INT'L, WBAN,65.7,2017-10-01
282,MONTEREY PENINSUL AP, WBAN,61.2,2017-10-01
283,PASO ROBLES MUNICIPAL AP, WBAN,62.9,2017-10-01
284,MONTAGUE SISKIYOU AIRPORT, WBAN,50.7,2017-10-01
285,SAN JOSE, WBAN,66.0,2017-10-01
286,PALM SPRINGS ASOS, WBAN,80.7,2017-10-01
287,SAN DIEGO BROWN FIELD, WBAN,70.2,2017-10-01
288,Bakersfield Area, ThreadEx,68.2,2017-10-01
289,Bishop Area, ThreadEx,57.1,2017-10-01
290,Los Angeles Downtown Area, ThreadEx,74.1,2017-10-01
291,Eureka Area, ThreadEx,53.1,2017-10-01
292,Fresno Area, ThreadEx,65.7,2017-10-01
293,Los Angeles Airport Area, ThreadEx,71.5,2017-10-01
294,Long Beach Area, ThreadEx,72.4,2017-10-01
295,Redding Area, ThreadEx,65.5,2017-10-01
296,Sacramento Area, ThreadEx,64.0,2017-10-01
297,San Diego Area, ThreadEx,71.1,2017-10-01
298,Stockton Area, ThreadEx,64.8,2017-10-01
299,San Francisco Airport Area, ThreadEx,64.2,2017-10-01
300,Santa Maria Area, ThreadEx,65.3,2017-10-01
301,CAMP PENDLETON MCAS, WBAN,66.5,2017-10-01
302,LEMOORE REEVES NAS, WBAN,68.7,2017-10-01
303,ARVIN, COOP,68.6,2017-10-01
304,CHIRIACO SUMMIT, COOP,73.3,2017-10-01
305,FALLBROOK 5 NE, WBAN,73.7,2017-10-01
306,SANTA BARBARA 11 W, WBAN,63.6,2017-10-01
307,BODEGA 6 WSW, WBAN,55.6,2017-10-01
308,YOSEMITE VILLAGE 12 W, WBAN,56.3,2017-10-01
309,YUCCA MESA, COOP,70.2,2017-10-01
310,YUCCA VALLEY, COOP,67.4,2017-10-01
311,JOHNSON VALLEY, COOP,67.1,2017-10-01
312,REDONDO BEACH, COOP,69.2,2017-10-01
313,BURBANK VALLEY PUMP PLANT, COOP,71.1,2017-10-01
314,PLACERVILLE 3 ENE, COOP,66.0,2017-10-01
315,TAHOMA, COOP,42.6,2017-10-01
316,CORONA MUNICIPAL AIRPORT, WBAN,68.7,2017-10-01
317,VERDI 2W, COOP,49.6,2017-10-01
318,ACTON CALIFORNIA, RAWS,67.4,2017-10-01
319,ARROYO GRANDE CALIFORNIA, RAWS,69.3,2017-10-01
320,ALDER SPRINGS CALIFORNIA, RAWS,60.3,2017-10-01
321,ALPINE CALIFORNIA, RAWS,70.1,2017-10-01
322,LOS ALTOS CALIFORNIA, RAWS,65.5,2017-10-01
323,ANZA CALIFORNIA, RAWS,61.8,2017-10-01
324,ALDER POINT CALIFORNIA, RAWS,59.6,2017-10-01
325,ARROYO SECO (MT. DIABLO) CALIF, RAWS,66.1,2017-10-01
326,ASH CREEK CALIFORNIA, RAWS,47.8,2017-10-01
327,BACKBONE CALIFORNIA, RAWS,57.1,2017-10-01
328,BALD MTN LOC CALIFORNIA, RAWS,62.8,2017-10-01
329,BARNABY CALIFORNIA, RAWS,65.3,2017-10-01
330,BATTERSON CALIFORNIA, RAWS,64.9,2017-10-01
331,BIG BAR CALIFORNIA, RAWS,59.8,2017-10-01
332,BELL CANYON CALIFORNIA, RAWS,72.1,2017-10-01
333,BRADLEY CALIFORNIA, RAWS,63.6,2017-10-01
334,BEAR PEAK CALIFORNIA, RAWS,53.2,2017-10-01
335,BENTON CALIFORNIA, RAWS,52.5,2017-10-01
336,BEAUMONT CALIFORNIA, RAWS,68.8,2017-10-01
337,BEVERLY HILLS CALIFORNIA, RAWS,76.0,2017-10-01
338,BANGOR CALIFORNIA, RAWS,65.7,2017-10-01
339,BIG PINES CALIFORNIA, RAWS,58.3,2017-10-01
340,BIG ROCK CALIFORNIA, RAWS,66.1,2017-10-01
341,BLACK DIAMOND CALIFORNIA, RAWS,65.5,2017-10-01
342,BLUE DOOR CALIFORNIA, RAWS,45.8,2017-10-01
343,BLUE RIDGE (KNF) CALIFORNIA, RAWS,51.6,2017-10-01
344,BEN BOLT CALIFORNIA, RAWS,64.4,2017-10-01
345,BEN LOMOND CALIFORNIA, RAWS,65.0,2017-10-01
346,BOGARD R.S. CALIFORNIA, RAWS,42.7,2017-10-01
347,BOONVILLE CALIFORNIA, RAWS,61.9,2017-10-01
348,BIG PINE FLAT CALIFORNIA, RAWS,54.9,2017-10-01
349,BRIDGEPORT 4NW CALIFORNIA, RAWS,49.0,2017-10-01
350,BRANCH MOUNTAIN CALIFORNIA, RAWS,64.0,2017-10-01
351,BEAR FLAT CALIFORNIA, RAWS,46.0,2017-10-01
352,BRIONES CALIFORNIA, RAWS,65.5,2017-10-01
353,BLACKROCK CALIFORNIA, RAWS,50.2,2017-10-01
354,BROOKS CALIFORNIA, RAWS,66.9,2017-10-01
355,BIG SUR CALIFORNIA, RAWS,66.0,2017-10-01
356,BULL FLAT CALIFORNIA, RAWS,47.1,2017-10-01
357,BURNS CANYON CALIFORNIA, RAWS,62.0,2017-10-01
358,BUTTERCUP CALIFORNIA, RAWS,80.1,2017-10-01
359,BEAVER CAMP LOC CALIFORNIA, RAWS,63.2,2017-10-01
360,BRAZIE RANCH CALIFORNIA, RAWS,55.4,2017-10-01
361,CAHUILLA CALIFORNIA, RAWS,81.0,2017-10-01
362,CALLAHAN CALIFORNIA, RAWS,54.5,2017-10-01
363,CAMERON FIRE STATION CALIFORNI, RAWS,61.3,2017-10-01
364,CARRIZO CALIFORNIA, RAWS,67.6,2017-10-01
365,CASE SPRINGS CALIFORNIA, RAWS,70.0,2017-10-01
366,CATHEYS VALLEY CALIFORNIA, RAWS,65.9,2017-10-01
367,CEDAR GROVE CALIFORNIA, RAWS,55.9,2017-10-01
368,CHEESEBORO CALIFORNIA, RAWS,74.5,2017-10-01
369,CHILAO CALIFORNIA, RAWS,65.5,2017-10-01
370,CHUCHUPATE CALIFORNIA, RAWS,52.5,2017-10-01
371,CLAREMONT CALIFORNIA, RAWS,70.7,2017-10-01
372,CLEAR CREEK CALIFORNIA, RAWS,69.0,2017-10-01
373,CLARK CALIFORNIA, RAWS,72.4,2017-10-01
374,CALAVERAS ROAD CALIFORNIA, RAWS,65.8,2017-10-01
375,CASE MOUNTAIN CALIFORNIA, RAWS,57.3,2017-10-01
376,COHASSET CALIFORNIA, RAWS,68.3,2017-10-01
377,COLLINS BALDY CALIFORNIA, RAWS,50.1,2017-10-01
378,STATE LINE, Snotel,46.0,2017-10-01
379,SOUTH LAKE F.S, COOP,62.2,2017-10-01
380,CAMPO ASOS, WBAN,63.5,2017-10-01
381,Burbank Glendale Pasadena Area, ThreadEx,72.5,2017-10-01
382,Camarillo Area, ThreadEx,69.0,2017-10-01
383,Needles Area, ThreadEx,78.5,2017-10-01
384,Oxnard Area, ThreadEx,68.5,2017-10-01
385,Palm Springs Area, ThreadEx,80.7,2017-10-01
386,Riverside Area, ThreadEx,72.9,2017-10-01
387,Ramona Area, ThreadEx,67.5,2017-10-01
388,LONG VALLEY 2, COOP,52.8,2017-10-01
389,VALLEY CENTER 1N, COOP,69.0,2017-10-01
390,Crescent City Area, ThreadEx,53.0,2017-10-01
391,Escondido Area, ThreadEx,71.5,2017-10-01
392,Sacramento Downtown Area, ThreadEx,65.8,2017-10-01
393,Tahoe City Area, ThreadEx,44.2,2017-10-01
394,Ukiah Area, ThreadEx,61.2,2017-10-01
395,SANTA ROSA ISLAND CALIFORNIA, RAWS,66.0,2017-10-01
396,SANTA ROSA PLATEAU CALIFORNIA, RAWS,71.4,2017-10-01
397,SANTA ROSA CALIFORNIA, RAWS,65.9,2017-10-01
398,STAMPEDE CALIFORNIA, RAWS,47.1,2017-10-01
399,STONYFORD CALIFORNIA, RAWS,63.3,2017-10-01
400,SUGARLOAF (SHF) CALIFORNIA, RAWS,60.4,2017-10-01
401,SPRING VALLEY CALIFORNIA, RAWS,63.1,2017-10-01
402,TANBARK CALIFORNIA, RAWS,70.8,2017-10-01
403,TEMESCAL (LPF) CALIFORNIA, RAWS,70.4,2017-10-01
404,THOMES CREEK CALIFORNIA, RAWS,69.6,2017-10-01
405,TIMBER MOUNTAIN CALIFORNIA, RAWS,49.8,2017-10-01
406,MOUNT TOM CALIFORNIA, RAWS,50.4,2017-10-01
407,LAS TRAMPAS CALIFORNIA, RAWS,64.7,2017-10-01
408,TRINITY CAMP CALIFORNIA, RAWS,57.3,2017-10-01
409,TRIMMER CALIFORNIA, RAWS,65.5,2017-10-01
410,UHL / HOT SPRINGS, RAWS,60.9,2017-10-01
411,UNDERWOOD CALIFORNIA, RAWS,57.7,2017-10-01
412,VALLEY CENTER CALIFORNIA, RAWS,70.7,2017-10-01
413,VAN BREMMER CALIFORNIA, RAWS,49.3,2017-10-01
414,VALYERMO CALIFORNIA, RAWS,62.5,2017-10-01
415,VANDENBERG CALIFORNIA, RAWS,66.8,2017-10-01
416,WALKER CALIFORNIA, RAWS,53.9,2017-10-01
417,WALKER PASS CALIFORNIA, RAWS,61.9,2017-10-01
418,WARM SPRINGS CALIFORNIA, RAWS,67.2,2017-10-01
419,WEED AIRPORT CALIFORNIA, RAWS,52.2,2017-10-01
420,WESTWOOD CALIFORNIA, RAWS,51.0,2017-10-01
421,WHITE CLOUD CALIFORNIA, RAWS,62.9,2017-10-01
422,WHITTIER HILLS CALIFORNIA, RAWS,74.7,2017-10-01
423,WHITMORE CALIFORNIA, RAWS,63.0,2017-10-01
424,WILEY RIDGE CALIFORNIA, RAWS,71.6,2017-10-01
425,WOFFORD HEIGHTS CALIFORNIA, RAWS,63.8,2017-10-01
426,WOLVERTON CALIFORNIA, RAWS,62.7,2017-10-01
427,WOODACRE CALIFORNIA, RAWS,65.9,2017-10-01
428,WHITAKER PEAK CALIFORNIA, RAWS,67.6,2017-10-01
429,WHITE WOLF CALIFORNIA, RAWS,47.7,2017-10-01
430,YOLLA BOLLA CALIFORNIA, RAWS,57.9,2017-10-01
431,YUCCA VALLEY CALIFORNIA, RAWS,65.3,2017-10-01
432,YUROK CALIFORNIA, RAWS,60.4,2017-10-01
433,HAGAN'S MEADOW, Snotel,43.8,2017-10-01
434,BLUE LAKES, Snotel,44.1,2017-10-01
435,POISON FLAT, Snotel,42.4,2017-10-01
436,SONORA PASS, Snotel,43.5,2017-10-01
437,LEAVITT MEADOWS, Snotel,45.6,2017-10-01
438,VIRGINIA LAKES RIDGE, Snotel,44.4,2017-10-01
439,LOBDELL LAKE, Snotel,42.6,2017-10-01
440,EBBETTS PASS, Snotel,45.4,2017-10-01
441,HEAVENLY VALLEY, Snotel,44.4,2017-10-01
442,LEAVITT LAKE, Snotel,44.0,2017-10-01
443,MONITOR PASS, Snotel,45.1,2017-10-01
444,BURNSIDE LAKE, Snotel,40.8,2017-10-01
445,SUMMIT MEADOW, Snotel,44.2,2017-10-01
446,FORESTDALE CREEK, Snotel,46.4,2017-10-01
447,HORSE MEADOW, Snotel,45.6,2017-10-01
448,CARSON PASS, Snotel,44.7,2017-10-01
449,CROWDER FLAT, Snotel,46.3,2017-10-01
